vehicle_weight_category,fuel_category,fuel_subcategory,lcod_case,fuel_pathway,fuel_scenario,fuel_pathway_2,fuel_scenario_2,energy_source,grid_scenario,metric_type,metric,units,dollar_year,value,notes_display,reference,reference_url,notes_display_2,reference_2,reference_url_2,pathway,vehicle_class,greet_class,greet_pathway,simulation_year,greet_notes,notes,greet_pathway_2,greet_notes_2,notes_2
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Grid,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,59388.257256,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Dedicated RE,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,17366.53024,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Dedicated RE,Future National,Emissions,CO2e Emissions WTT,g/mmBtu,,7527.440334,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Dedicated RE,High RE,Emissions,CO2e Emissions WTT,g/mmBtu,,5188.172216,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming,,Liquefaction-Trucks,,Grid,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,131572.55508000002,With Steam Export Credits,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Baseline (current fuel cost),All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming,,On-Site Production,,Grid,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,96750.03569,With Steam Export Credits,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming,,Pipeline,,Grid,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,96004.33066,With Steam Export Credits,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming,,Tube-Trailers,,Grid,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,99554.96470000001,With Steam Export Credits,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming with CCS,,Liquefaction-Trucks,,Grid,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,78434.73018,Carbon Capture rate of 96.2%,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming with CCS,,On-Site Production,,Grid,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,43612.21079,Carbon Capture rate of 96.2%,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming with CCS,,Pipeline,,Grid,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,42866.50576,Carbon Capture rate of 96.2%,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming with CCS,,Tube-Trailers,,Grid,Default,Emissions,CO2e Emissions WTT,g/mmBtu,,46417.139800000004,Carbon Capture rate of 96.2%,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Liquefaction-Trucks,,Nuclear,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,3244.657927,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Liquefaction-Trucks,,Nuclear,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,2231.38974,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Liquefaction-Trucks,,Nuclear,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,2027.851055,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Lowest CO2e Emissions,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,On-Site Production,,Nuclear,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,15584.380345,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,On-Site Production,,Nuclear,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,6164.776905000001,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,On-Site Production,,Nuclear,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,3834.3832380000003,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Tube-Trailers,,Nuclear,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,11085.907674999999,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Tube-Trailers,,Nuclear,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,5735.335282,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Tube-Trailers,,Nuclear,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,4239.802454,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,263866.32972000004,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Grid,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,96364.38949,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Grid,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,66987.3955,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Dedicated RE,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,49384.12062,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Dedicated RE,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,19385.92766,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Lowest Price,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Dedicated RE,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,12787.31046,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,On-Site Production,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,229043.81033,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,On-Site Production,,Grid,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,82120.45962,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,On-Site Production,,Grid,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,57011.689162999995,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,On-Site Production,,Dedicated RE,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,14561.60123,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,On-Site Production,,Dedicated RE,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,5141.99779,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,On-Site Production,,Dedicated RE,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,2811.604123,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Pipeline,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,228298.1053,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Pipeline,,Grid,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,82343.009315,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Pipeline,,Grid,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,57168.334547,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Pipeline,,Dedicated RE,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,13815.8962,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Pipeline,,Dedicated RE,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,5364.547485,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Pipeline,,Dedicated RE,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,2968.249507,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,231848.73934,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Grid,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,84505.902164,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Grid,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,59388.257256,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Dedicated RE,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,17366.53024,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Dedicated RE,Future National,Emissions,CO2e Emissions WTW,g/mmBtu,,7527.440334,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Tube-Trailers,,Dedicated RE,High RE,Emissions,CO2e Emissions WTW,g/mmBtu,,5188.172216,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming,,Liquefaction-Trucks,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,131572.55508000002,With Steam Export Credits,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Baseline (current fuel cost),All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming,,On-Site Production,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,96750.03569,With Steam Export Credits,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming,,Pipeline,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,96004.33066,With Steam Export Credits,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming,,Tube-Trailers,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,99554.96470000001,With Steam Export Credits,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming with CCS,,Liquefaction-Trucks,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,78434.73018,Carbon Capture rate of 96.2%,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming with CCS,,On-Site Production,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,43612.21079,Carbon Capture rate of 96.2%,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming with CCS,,Pipeline,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,42866.50576,Carbon Capture rate of 96.2%,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Steam Methane Reforming with CCS,,Tube-Trailers,,Grid,Default,Emissions,CO2e Emissions WTW,g/mmBtu,,46417.139800000004,Carbon Capture rate of 96.2%,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Liquefaction-Trucks,,Nuclear,Default,Emissions,NOX Emissions WTT,g/mmBtu,,3.712319491,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Liquefaction-Trucks,,Nuclear,Future National,Emissions,NOX Emissions WTT,g/mmBtu,,3.0233050710000002,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Liquefaction-Trucks,,Nuclear,High RE,Emissions,NOX Emissions WTT,g/mmBtu,,2.798768795,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Lowest CO2e Emissions,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,On-Site Production,,Nuclear,Default,Emissions,NOX Emissions WTT,g/mmBtu,,10.821539185999999,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,On-Site Production,,Nuclear,Future National,Emissions,NOX Emissions WTT,g/mmBtu,,5.251759779,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,On-Site Production,,Nuclear,High RE,Emissions,NOX Emissions WTT,g/mmBtu,,3.332142853,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Tube-Trailers,,Nuclear,Default,Emissions,NOX Emissions WTT,g/mmBtu,,10.659293014,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Tube-Trailers,,Nuclear,Future National,Emissions,NOX Emissions WTT,g/mmBtu,,7.008485034,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,High temperature electrolysis,,Tube-Trailers,,Nuclear,High RE,Emissions,NOX Emissions WTT,g/mmBtu,,5.804743594,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Grid,Default,Emissions,NOX Emissions WTT,g/mmBtu,,188.69576884,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Grid,Future National,Emissions,NOX Emissions WTT,g/mmBtu,,73.11772689,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Grid,High RE,Emissions,NOX Emissions WTT,g/mmBtu,,47.065415822,,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
Light Duty,Hydrogen,End-Use Hydrogen,,Low temperature electrolysis,,Liquefaction-Trucks,,Dedicated RE,Default,Emissions,NOX Emissions WTT,g/mmBtu,,35.76983524,Without Co-Product credits for O2),"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,Delivery (100 mi)+ Dispensing at 700 Bar,"ANL, GREET (Wang et al. 2022)",https://greet.es.anl.gov/,,All,,,,,,,,
