"Last Updated On",1/27/2026,
Generation Interconnection Number,IFS Queue Number,Current Cluster,Cluster Group, Nearest Town or County,State,TO at POI,In-Service Date,Commercial Operation Date,Cessation Date,Original Generator Commercial Op Date,Capacity,MAX Summer MW,MAX Winter MW,Service Type,Requested Maximum Injection Capability (MW),Requested Network Resource Deliverability (MW),Nameplate Capacity,Generation Type,Fuel Type,Substation or Line,Request Received,Date Withdrawn,Status,JTIQ Participant,JTIQ Commitment,Cause of Delay
"GEN-2024-322","","DISIS-2024-001","03 CENTRAL","Graham","KS","MIDW","3/1/2029","6/29/2029",,,"75","75","75","ER/NR","75","75","78.2","Battery/Storage","Battery","Redlin - Beach3 115 kV line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-321","","DISIS-2024-001","04 SOUTHEAST","Seminole","OK","OGE","3/22/2029","4/30/2030",,,"493","393","493","ER/NR","493","493","507","Thermal","Gas","Seminole 345 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-320","","DISIS-2024-001","03 CENTRAL","Wyandotte","KS","WERE","5/31/2028","12/15/2028",,,"199","199","199","ER/NR","199","199","209.55","Battery/Storage","Battery","Jaggard 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-319","","DISIS-2024-001","03 CENTRAL","Wyandotte","KS","KACY","5/31/2028","12/15/2028",,,"199","199","199","ER/NR","199","199","209.532","Battery/Storage","Battery","Metro 5 161 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-318","","DISIS-2024-001","04 SOUTHEAST","Tulsa","OK","AEP","5/31/2028","12/15/2028",,,"199","199","199","ER/NR","199","199","209.53","Battery/Storage","Battery","Tulsa North - American Airlines 138 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-317","","DISIS-2024-001","05 SOUTHWEST","Cottle","TX","SPS","5/1/2030","12/31/2030",,,"300","300","300","ER/NR","300","300","304.27","Solar","Photovoltaic","Dragon 345 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-316","","DISIS-2024-001","04 SOUTHEAST","Atoka","OK","AEP","5/1/2030","12/31/2030",,,"300","300","300","ER/NR","300","300","203.8","Solar","Photovoltaic","Pittsburg - Valliant 345 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-312","","DISIS-2024-001","04 SOUTHEAST","Franklin","AR","SWPA","9/1/2030","12/31/2030",,,"50","50","50","ER/NR","50","50","50.82","Solar","Photovoltaic","Clarksville Ozark 161 kV line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-311","","DISIS-2024-001","05 SOUTHWEST","Chaves","NM","SPS","9/1/2030","12/31/2030",,,"225","225","225","ER/NR","225","225","229.95","Solar","Photovoltaic","Eddy - Chaves 230 kV line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-310","","DISIS-2024-001","05 SOUTHWEST","Chaves","NM","SPS","9/1/2030","12/31/2030",,,"75","75","75","ER","75","0","79.425","Battery/Storage","Battery","Eddy - Chaves 230 kV line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-308","","DISIS-2024-001","04 SOUTHEAST","Woodward","OK","WFEC","4/1/2030","7/1/2030",,,"199","199","199","ER/NR","199","199","311","Hybrid","Wind/Storage","Okeene - Mooreland 138 kV line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-306","","DISIS-2024-001","05 SOUTHWEST","Lea","NM","SPS","10/1/2031","12/31/2031",,,"150","150","150","ER/NR","150","150","155.057","Battery/Storage","Battery","Taylor Switching Station 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-305","","DISIS-2024-001","04 SOUTHEAST","Marion","TX","AEP","8/1/2029","10/31/2029",,,"50","50","50","ER/NR","50","50","66.57","Battery/Storage","Battery","Superior - Jefferson 69 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-304","","DISIS-2024-001","05 SOUTHWEST","Roosevelt","NM","SPS","11/15/2029","12/31/2029",,,"500","500","500","ER/NR","500","500","1018.91","Hybrid","Solar/Storage","Crossroads 345 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-303","","DISIS-2024-001","05 SOUTHWEST","Roosevelt","NM","SPS","11/15/2029","12/31/2029",,,"500","500","500","ER/NR","500","500","1028.619","Hybrid","Solar/Storage","Crossroads 345 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-299","","DISIS-2024-001","04 SOUTHEAST","Oklahoma ","OK","OGE","8/1/2031","5/1/2032",,,"744","744","744","ER","744","0","744","Thermal","Gas","AES 5 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-298","","DISIS-2024-001","04 SOUTHEAST","McIntosh","OK","OGE","3/31/2030","5/31/2030",,,"167","167","167","ER/NR","167","167","171.32","Solar","Photovoltaic","Muskogee - Pittsburg 345 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-297","","DISIS-2024-001","04 SOUTHEAST","McIntosh","OK","OGE","3/31/2030","5/31/2030",,,"167","167","167","ER/NR","167","167","170.81","Solar","Photovoltaic","Muskogee - Pittsburg 345 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-296","","DISIS-2024-001","04 SOUTHEAST","McIntosh","OK","OGE","3/31/2030","5/31/2030",,,"167","167","167","ER/NR","167","167","169.82","Solar","Photovoltaic","Muskogee - Pittsburg 345 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-295","","DISIS-2024-001","05 SOUTHWEST","Eddy","NM","SPS","12/10/2029","6/10/2030",,,"115","115","115","ER/NR","115","115","118.82","Battery/Storage","Battery","S Loving 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-294","","DISIS-2024-001","04 SOUTHEAST","Mayes","OK","GRDA","6/30/2030","12/31/2030",,,"500","500","500","ER/NR","500","500","761.72","Hybrid","Solar/Storage","Tulsa North - Igloo Valley 345 kV line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-293","","DISIS-2024-001","04 SOUTHEAST","Oklahoma ","OK","OGE","8/1/2032","5/1/2033",,,"248","248","248","ER","248","0","248","Thermal","Gas","Muskoge7 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-291","","DISIS-2024-001","04 SOUTHEAST","Pittsburgh","OK","OGE","8/15/2030","12/31/2030",,,"250","250","250","ER/NR","250","250","259.2","Wind","Wind","Canadian River 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-289","","DISIS-2024-001","03 CENTRAL","Henry ","MO","WERE","6/1/2029","12/31/2029",,,"350","350","350","ER/NR","350","350","358.75","Solar","Photovoltaic","Archie - Clinton 161 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-288","","DISIS-2024-001","03 CENTRAL","Cloud ","KS","SUNC","9/15/2030","10/31/2030",,,"130","130","130","ER/NR","130","130","138.306","Solar","Photovoltaic","Elm Creek - Tobias 345 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-287","","DISIS-2024-001","03 CENTRAL","Crawford","KS","NEETSW","9/15/2030","10/31/2030",,,"199.8","199.8","199.8","ER/NR","199.8","199.8","215.46","Solar","Photovoltaic","Wolf Creek - Blackberry 345 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-286","","DISIS-2024-001","04 SOUTHEAST","La Flore","OK","OGE","8/1/2030","5/1/2031",,,"136","136","136","ER","136","0","496","Thermal","Gas","AES 5 161 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-285","","DISIS-2024-001","01 NORTH","Clark","SD","BEPC","9/1/2030","12/1/2030",,,"250","250","250","ER/NR","250","250","255","Wind","Wind","Crocker 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-284","","DISIS-2024-001","01 NORTH","Mercer","ND","BEPC","8/15/2028","11/15/2028",,,"199","199","199","ER/NR","199","199","205.8","Solar","Photovoltaic","Antelope Valley - Broadland 345 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-283","","DISIS-2024-001","01 NORTH","Meade","SD","WAPA","8/15/2030","11/15/2030",,,"150","150","150","ER/NR","150","150","167.2","Solar","Photovoltaic","Maurine - New Underwood 230 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-282","","DISIS-2024-001","01 NORTH","Meade","SD","WAPA","8/15/2030","11/15/2030",,,"150","150","150","ER/NR","150","150","167.2","Solar","Photovoltaic","Maurine - New Underwood 230 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-281","","DISIS-2024-001","05 SOUTHWEST","Lea","NM","SPS","9/3/2029","12/31/2029",,,"250","250","250","ER/NR","250","250","511.21","Hybrid","Solar/Storage","Jal - Teague 115 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-280","","DISIS-2024-001","05 SOUTHWEST","Andrews","TX","SPS","9/3/2029","12/31/2029",,,"350","350","350","ER/NR","350","350","712.339","Hybrid","Solar/Storage","Andrews County 345 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-278","","DISIS-2024-001","05 SOUTHWEST","Lea","NM","SPS","8/1/2029","12/3/2029",,,"264.3","264.3","264.3","ER/NR","264.3","264.3","405","Hybrid","Wind/Storage","Eddy County - Crossroads 345 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-277","","DISIS-2024-001","03 CENTRAL","Shawnee","KS","WERE","8/31/2030","12/31/2030",,,"150","150","150","ER/NR","150","150","153.48","Battery/Storage","Battery","Tecumseh Hill - Swissvale 230kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-276","","DISIS-2024-001","03 CENTRAL","Shawnee","KS","WERE","8/31/2030","12/31/2030",,,"150","150","150","ER/NR","150","150","153.48","Battery/Storage","Battery","Tecumseh Hill - Swissvale 230kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-274","","DISIS-2024-001","03 CENTRAL","Harper","KS","SUNC","9/30/2030","12/31/2030",,,"175","175","175","ER/NR","175","175","178.57","Solar","Photovoltaic","Harper - Anthony 138 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-273","","DISIS-2024-001","05 SOUTHWEST","Lea","NM","SPS","9/1/2026","10/1/2026",,,"16.214","16.21","16.21","ER/NR","16.214","16.214","16.5","Solar","Photovoltaic","Pearl 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-272","","DISIS-2024-001","03 CENTRAL","Pratt","KS","SUNC","5/15/2029","12/15/2029",,,"199","199","199","ER/NR","199","199","309.21","Hybrid","Solar/Storage","Sawyer 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-271","","DISIS-2024-001","05 SOUTHWEST","Chaves","NM","SPS","5/15/2029","12/15/2029",,,"250","250","250","ER/NR","250","250","388.3","Hybrid","Solar/Storage","Chaves County - San Juan Wind 230 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-268","","DISIS-2024-001","04 SOUTHEAST","Muskogee","OK","OGE","10/1/2030","12/1/2030",,,"390","390","390","ER/NR","390","390","396.2","Solar","Photovoltaic","Keefton 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-267","","DISIS-2024-001","04 SOUTHEAST","Bryan ","OK","WFEC","11/15/2028","3/15/2029",,,"195","195","195","ER/NR","195","195","399.17","Hybrid","Solar/Storage","Durantp4 - Sclmnjc4 138 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-266","","DISIS-2024-001","05 SOUTHWEST","Potter","TX","SPS","10/1/2033","12/30/2033",,,"500","500","500","ER/NR","500","500","913.062","Hybrid","Solar/Storage","Potter Co - Hitchland 345 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-265","","DISIS-2024-001","05 SOUTHWEST","Lea","NM","SPS","9/1/2029","12/1/2029",,,"155","155","155","ER/NR","155","155","336","Hybrid","Solar/Storage","Bensing 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-261","","DISIS-2024-001","05 SOUTHWEST","Lea","NM","LCEC","9/1/2029","12/1/2029",,,"150","150","150","ER/NR","150","150","323.4","Hybrid","Solar/Storage","Hobbs - LCEC West 115 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-260","","DISIS-2024-001","03 CENTRAL","Buchan","MO","WERE","9/30/2029","12/1/2029",,,"199.8","199.8","199.8","ER/NR","199.8","199.8","240.83","Battery/Storage","Battery","East Town 161 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-259","","DISIS-2024-001","03 CENTRAL","Barton","MO","EMDE","8/1/2029","10/31/2029",,,"199.8","199.8","199.8","ER/NR","199.8","199.8","340.31","Hybrid","Solar/Storage","Asbury 161 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-258","","DISIS-2024-001","03 CENTRAL","Allen","KS","NEETSW","8/15/2030","12/31/2030",,,"300","300","300","ER/NR","300","300","309.6","Wind","Wind","Wolf Creek - Blackberry 345 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-257","","DISIS-2024-001","03 CENTRAL","Pratt, KS","KS","SUNC","4/1/2029","10/1/2029",,,"220","220","220","ER/NR","220","220","220","Solar","Photovoltaic","Skellyville 115 kV Tap Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-255","","DISIS-2024-001","04 SOUTHEAST","Oklahoma ","OK","OGE","11/30/2027","12/31/2027",,,"300","300","300","ER/NR","300","300","300","Hybrid","Thermal/Storage","Spring Creek 345 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-254","","DISIS-2024-001","04 SOUTHEAST","Canadian","OK","OGE","11/30/2027","12/31/2027",,,"300","300","300","ER/NR","300","300","300","Hybrid","Thermal/Storage","Mathewson 345 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-253","","DISIS-2024-001","03 CENTRAL","Leavenworth","KS","WERE","11/30/2027","12/31/2027",,,"300","300","300","ER/NR","300","300","300","Hybrid","Thermal/Storage","Stranger Creek - 87th Street 345 kV line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-252","","DISIS-2024-001","04 SOUTHEAST","Canadian","OK","OGE","11/30/2027","12/31/2027",,,"300","300","300","ER/NR","300","300","300","Hybrid","Thermal/Storage","Cimmaron 345 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-251","","DISIS-2024-001","05 SOUTHWEST","Eddy","NM","SPS","9/17/2029","12/14/2029",,,"125","125","125","ER/NR","125","125","125.5","Battery/Storage","Battery","Atoka 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-250","","DISIS-2024-001","04 SOUTHEAST","Pittsburgh","OK","AEP","11/30/2027","12/14/2029",,,"199","199","199","ER/NR","199","199","200","Battery/Storage","Battery","Pittsburgh 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-249","","DISIS-2024-001","03 CENTRAL","Pottawatomie","KS","WERE","1/1/2031","1/1/2032",,,"721.2","696","721.2","ER/NR","721.2","721.2","737.1","Thermal","Gas","Jeffrey EC 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-247","","DISIS-2024-001","04 SOUTHEAST","Payne","OK","GRDA","9/1/2029","5/1/2030",,,"456.6","422","456.6","ER","456.6","0","456.6","Thermal","Gas","Stillwater Northtap 138 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-246","","DISIS-2024-001","05 SOUTHWEST","Eddy","NM","SPS","9/17/2029","12/14/2029",,,"199","199","199","ER/NR","199","199","200","Battery/Storage","Battery","North Loving 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-245","","DISIS-2024-001","04 SOUTHEAST","Lincoln","OK","OGE","9/17/2029","12/14/2029",,,"199","199","199","ER/NR","199","199","200","Battery/Storage","Battery","Lincoln 138 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-244","","DISIS-2024-001","05 SOUTHWEST","Texas","OK","SPS","9/17/2029","12/14/2029",,,"150","150","150","ER/NR","150","150","151","Battery/Storage","Battery","Sooner 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-243","","DISIS-2024-001","04 SOUTHEAST","Crawford","AR","SWPA","9/17/2029","12/14/2029",,,"50.1","50.1","50.1","ER/NR","50.1","50.1","50.1","Battery/Storage","Battery","Van Buren 161 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-242","","DISIS-2024-001","04 SOUTHEAST","Carter","OK","OGE","9/17/2029","12/14/2029",,,"250","250","250","ER/NR","250","250","251","Battery/Storage","Battery","515171 138 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-241","","DISIS-2024-001","04 SOUTHEAST","Bowie","TX","AEP","9/15/2028","12/31/2028",,,"100","100","100","ER/NR","100","100","107.35","Solar","Photovoltaic","Lydia 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-240","","DISIS-2024-001","04 SOUTHEAST","Nowata","OK","AEP","9/15/2029","12/31/2029",,,"300","300","300","ER/NR","300","300","324.73","Wind","Wind","Neosho - Delaware 345 kV line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-239","","DISIS-2024-001","04 SOUTHEAST","Canadian","OK","OGE","9/15/2029","12/31/2029",,,"200","200","200","ER/NR","200","200","202.85","Battery/Storage","Battery","Cimarron 345 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-236","","DISIS-2024-001","04 SOUTHEAST","Okfuskee","OK","OGE","9/3/2029","12/31/2029",,,"241.4","241.4","241.4","ER/NR","241.4","241.4","241.4","Wind","Wind","Seminole - Muskogee 345 kV line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-235","","DISIS-2024-001","04 SOUTHEAST","Payne","OK","AEP","9/3/2029","12/31/2029",,,"250","250","250","ER/NR","250","250","274.2","Wind","Wind","Sooner - Wekiwa 345 kV line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-234","","DISIS-2024-001","02 NEBRASKA","Burt","NE","OPPD","9/15/2029","12/31/2029",,,"200","200","200","ER/NR","200","200","214.69","Solar","Photovoltaic","Raun - Tekamah 161 kV line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-232","","DISIS-2024-001","04 SOUTHEAST","Houston","TX","AEP","9/15/2029","12/31/2029",,,"250","250","250","ER/NR","250","250","259.45","Solar","Photovoltaic","Crockett - Rocky Creek 345 kV line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-231","","DISIS-2024-001","02 NEBRASKA","Richardson","NE","OPPD","6/1/2029","10/1/2029",,,"65","65","65","ER/NR","65","65","126.433","Hybrid","Wind/Solar","S1399 5 161 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-230","","DISIS-2024-001","04 SOUTHEAST","Wilbarger","TX","AEP","1/15/2030","9/15/2030",,,"300","300","300","ER/NR","300","300","320.512","Battery/Storage","Battery","Lawton East Side - Oklaunion North 345 kV","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-229","","DISIS-2024-001","04 SOUTHEAST","Wilbarger","TX","AEP","1/15/2030","9/15/2030",,,"200","200","200","ER/NR","200","200","205.764","Solar","Photovoltaic","Lawton East Side - Oklaunion North 345 kV","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-228","","DISIS-2024-001","03 CENTRAL","Rice","KS","MIDW","1/15/2030","9/15/2030",,,"200","200","200","ER/NR","200","200","204.4","Solar","Photovoltaic","Rice to Circle 230 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-227","","DISIS-2024-001","04 SOUTHEAST","Hempstead","AR","AEP","1/15/2030","9/15/2030",,,"200","200","200","ER/NR","200","200","216.07","Battery/Storage","Battery","John W Turk Jr Power Plant 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-226","","DISIS-2024-001","04 SOUTHEAST","Hempstead","AR","AEP","1/15/2030","9/15/2030",,,"300","300","300","ER/NR","300","300","0","Solar","Photovoltaic","John W Turk Jr Power Plant 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-221","","DISIS-2024-001","05 SOUTHWEST","Roosevelt","NM","SPS","2/1/2030","6/28/2030",,,"400","400","400","ER/NR","400","400","418","Wind","Wind","345 kV Crossroads -  Eddy County 345 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-220","","DISIS-2024-001","04 SOUTHEAST","Caddo Parish","LA","AEP","2/1/2030","6/28/2030",,,"55","55","55","ER/NR","55","55","55","Hybrid","Solar/Storage","Rodessa - Bloomberg 69 kV Line","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-219","","DISIS-2024-001","04 SOUTHEAST","Murray ","OK","OGE","2/1/2030","6/28/2030",,,"160","160","160","ER/NR","160","160","160","Hybrid","Solar/Storage","Chigley - Oaklawn 138 kV Line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-218","","DISIS-2024-001","03 CENTRAL","Seward","KS","SUNC","7/1/2028","12/1/2028",,,"199","199","199","ER/NR","199","199","403.91","Hybrid","Solar/Storage","Cimarron River 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-217","","DISIS-2024-001","03 CENTRAL","Jackson","MO","WERE","8/31/2029","12/31/2029",,,"250","250","250","ER/NR","250","250","257.488","Battery/Storage","Battery","Sibley -  Hawthorne 345 kV line","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-216","","DISIS-2024-001","01 NORTH","Custer","MT","WAPA","7/1/2027","12/31/2027",,,"225","225","225","ER/NR","225","225","234","Wind","Wind","Miles City 230 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-215","","DISIS-2024-001","03 CENTRAL","Aurora","KS","ITCGP","3/2/2029","10/2/2029",,,"300","300","300","ER/NR","300","300","622.454","Hybrid","Solar/Storage","Elm Creek 345 kV Substation","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-213","","DISIS-2024-001","02 NEBRASKA","Cass","NE","OPPD","7/1/2034","2/1/2035",,,"360","360","360","ER/NR","360","360","360","Thermal","Gas","Substation 3740 345 kV","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-212","","DISIS-2024-001","02 NEBRASKA","Cass","NE","OPPD","7/1/2034","2/1/2035",,,"303","253","303","ER/NR","303","303","303","Thermal","Gas","Substation 3740 345 kV","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-211","","DISIS-2024-001","02 NEBRASKA","Cass","NE","OPPD","7/1/2034","2/1/2035",,,"303","253","303","ER/NR","303","303","303","Thermal","Gas","Substation 3740 345 kV","3/1/2025",,"DISIS STAGE","Yes","",""
"GEN-2024-210","","DISIS-2024-001","03 CENTRAL","Cheyenne","KS","SUNC","5/1/2028","6/30/2028",,,"150","150","150","ER/NR","150","150","166.32","Solar","Photovoltaic","St. Francis Tap 115 kV Substation","3/1/2025",,"DISIS STAGE","No","",""
"GEN-2024-209","","DISIS-2024-001","03 CENTRAL","Clay","KS","SUNC","5/1/2028","6/30/2028",,,"199","199","199","ER/NR","199","199","216.832","Solar","Photovoltaic","Elm Creek - North Manhattan 230 kV Line","3/1/2025",,"DISIS STAGE","No","",""
